(second, ((avg best buy, avg best ask), (#crossings best buy, #crossings best ask)))
(u'045320', ((552.29999999999995, 553.92499999999995), (0, 1)))
(u'045322', ((552.29999999999995, 553.90999999999997), (0, 0)))
(u'045323', ((552.29999999999995, 553.89499999999998), (0, 1)))
(u'045325', ((552.29999999999995, 553.9466666666666), (0, 1)))
(u'045327', ((552.29999999999995, 553.97500000000002), (0, 1)))
(u'045328', ((552.29999999999995, 553.94000000000005), (0, 0)))
(u'045333', ((552.29999999999995, 553.92499999999995), (0, 1)))
(u'045336', ((552.29999999999995, 553.90999999999997), (0, 0)))
(u'045339', ((552.30999999999995, 554.125), (0, 1)))
(u'045344', ((552.30999999999995, 554.125), (0, 1)))
(u'045345', ((552.29999999999995, 553.89499999999998), (0, 1)))
(u'045351', ((552.30399999999986, 553.98799999999994), (2, 3)))
(u'045355', ((552.29999999999995, 553.89999999999998), (0, 0)))
(u'045356', ((552.30499999999995, 553.96749999999997), (1, 2)))
(u'045402', ((552.29999999999995, 553.86000000000001), (0, 2)))
(u'045404', ((552.29999999999995, 553.83500000000004), (0, 1)))
(u'045419', ((552.29999999999995, 553.82000000000005), (0, 0)))
(u'045421', ((552.29999999999995, 553.80999999999995), (0, 0)))
(u'045422', ((552.29999999999995, 553.79999999999995), (0, 0)))
(u'045423', ((552.29999999999995, 553.78999999999996), (0, 0)))
(u'045424', ((552.29999999999995, 553.87), (0, 1)))
(u'045426', ((552.29999999999995, 553.79999999999995), (0, 1)))
(u'045427', ((552.29999999999995, 553.76999999999998), (0, 1)))
(u'045428', ((552.29999999999995, 553.84199999999987), (0, 4)))
(u'045429', ((552.29999999999995, 553.79999999999995), (0, 1)))
(u'045431', ((552.29999999999995, 553.84666666666669), (0, 1)))
(u'045433', ((552.29999999999995, 553.87), (0, 1)))
(u'045438', ((552.29999999999995, 553.80999999999995), (0, 0)))
(u'045442', ((552.29999999999995, 553.86250000000007), (0, 2)))
(u'045448', ((552.29999999999995, 553.82000000000005), (0, 0)))
(u'045453', ((552.29999999999995, 553.73000000000002), (0, 0)))
(u'045501', ((552.29999999999995, 553.75999999999999), (0, 1)))
(u'045502', ((552.29999999999995, 553.81333333333339), (0, 1)))
(u'045506', ((552.29999999999995, 553.755), (0, 1)))
(u'045507', ((552.29999999999995, 553.74000000000001), (0, 0)))
(u'045510', ((552.29999999999995, 553.73000000000002), (0, 0)))
(u'045512', ((552.29999999999995, 553.72000000000003), (0, 0)))
(u'045516', ((552.30499999999995, 554.09000000000003), (1, 1)))
(u'045541', ((552.29999999999995, 553.89999999999998), (0, 2)))
(u'045542', ((552.29999999999995, 553.85000000000002), (0, 0)))
(u'045543', ((552.29999999999995, 553.83500000000004), (0, 1)))
(u'045547', ((552.29999999999995, 553.875), (0, 1)))
(u'045548', ((552.30333333333328, 553.93999999999994), (1, 2)))
(u'045550', ((552.30999999999995, 553.89499999999998), (0, 1)))
(u'045551', ((552.30999999999995, 553.88), (0, 0)))
(u'045554', ((552.30999999999995, 553.86000000000001), (0, 1)))
(u'045600', ((552.30999999999995, 553.92666666666662), (0, 1)))
(u'045609', ((552.30999999999995, 553.96499999999992), (0, 1)))
(u'045611', ((552.30999999999995, 553.90999999999997), (0, 0)))
(u'045616', ((552.30999999999995, 553.89999999999998), (0, 0)))
(u'045621', ((552.30999999999995, 553.88499999999999), (0, 1)))
(u'045622', ((552.30999999999995, 553.87), (0, 0)))
(u'045624', ((552.30999999999995, 553.93666666666661), (0, 1)))
(u'045626', ((552.30999999999995, 553.88), (0, 2)))
(u'045630', ((552.30999999999995, 553.93666666666661), (0, 1)))
(u'045637', ((552.31799999999998, 553.95000000000005), (3, 1)))
(u'045640', ((552.3420000000001, 553.96000000000004), (2, 3)))
(u'045641', ((552.36250000000007, 553.98000000000002), (2, 2)))
(u'045643', ((552.33749999999998, 553.96250000000009), (1, 1)))
(u'045651', ((552.34000000000003, 553.94500000000005), (0, 1)))
(u'045654', ((552.34000000000003, 553.92999999999995), (0, 0)))
(u'045657', ((552.30999999999995, 553.92999999999995), (0, 0)))
(u'045701', ((552.30999999999995, 553.91999999999996), (0, 0)))
(u'045702', ((552.32000000000005, 553.91999999999996), (0, 0)))
(u'045706', ((552.35111111111121, 553.98111111111109), (6, 5)))
(u'045713', ((552.30999999999995, 555.35000000000002), (0, 0)))
(u'045718', ((552.38999999999999, 553.99000000000001), (0, 0)))
(u'045743', ((552.30999999999995, 555.86500000000001), (0, 1)))
(u'045800', ((552.38999999999999, 553.98000000000002), (0, 0)))
(u'045803', ((552.32999999999993, 553.98000000000002), (1, 0)))
(u'045805', ((552.37, 553.98000000000002), (0, 0)))
(u'045808', ((552.37, 553.97000000000003), (0, 0)))
(u'045810', ((552.34399999999994, 553.952), (2, 1)))
(u'045816', ((552.34000000000003, 553.94000000000005), (0, 0)))
(u'045817', ((552.30999999999995, 553.94000000000005), (0, 0)))
(u'045819', ((552.30999999999995, 553.91999999999996), (0, 2)))
(u'045824', ((552.33249999999998, 553.95249999999999), (1, 1)))
(u'045829', ((552.34000000000003, 553.28999999999996), (0, 0)))
(u'045832', ((552.35000000000002, 553.28999999999996), (0, 0)))
(u'045841', ((552.36000000000001, 553.28999999999996), (0, 0)))
(u'045847', ((552.37, 553.28999999999996), (0, 0)))
(u'045848', ((552.38, 553.28999999999996), (0, 0)))
(u'045849', ((552.33333333333337, 553.28999999999996), (2, 0)))
(u'045852', ((552.30999999999995, 553.28999999999996), (0, 0)))
(u'050041', ((552.30999999999995, 553.13499999999999), (0, 1)))
(u'050101', ((552.30999999999995, 553.28999999999996), (0, 0)))
(u'050212', ((552.41999999999996, 553.28999999999996), (0, 0)))
(u'050213', ((552.30999999999995, 553.28999999999996), (0, 0)))
(u'050332', ((552.40499999999997, 554.85000000000002), (1, 0)))
(u'050334', ((552.39999999999998, 554.85000000000002), (0, 0)))
(u'050335', ((552.30999999999995, 554.85000000000002), (0, 0)))
(u'050336', ((552.40499999999997, 554.85000000000002), (1, 0)))
(u'050410', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'050434', ((552.30999999999995, 553.14999999999998), (0, 0)))
(u'050439', ((552.30999999999995, 554.0), (0, 1)))
(u'050449', ((552.40999999999997, 553.14999999999998), (0, 0)))
(u'050450', ((552.30999999999995, 553.14999999999998), (0, 0)))
(u'050502', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'050515', ((552.30999999999995, 553.28999999999996), (0, 0)))
(u'050528', ((552.32000000000005, 553.28999999999996), (0, 0)))
(u'050535', ((552.33500000000004, 553.28999999999996), (1, 0)))
(u'050537', ((552.35000000000002, 553.28999999999996), (0, 0)))
(u'050543', ((552.36000000000001, 553.28999999999996), (0, 0)))
(u'050545', ((552.32000000000005, 553.28999999999996), (2, 0)))
(u'050550', ((552.35000000000002, 553.28999999999996), (0, 0)))
(u'050556', ((552.31000000000006, 553.28999999999996), (3, 0)))
(u'050603', ((552.30999999999995, 553.28999999999996), (0, 0)))
(u'050604', ((552.32000000000005, 553.28999999999996), (0, 0)))
(u'050611', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'050617', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'050631', ((552.32000000000005, 553.28999999999996), (0, 0)))
(u'050636', ((552.33500000000004, 553.28999999999996), (1, 0)))
(u'050638', ((552.30666666666662, 553.28999999999996), (1, 0)))
(u'050640', ((552.34000000000003, 553.28999999999996), (1, 0)))
(u'050642', ((552.30999999999995, 553.28999999999996), (2, 0)))
(u'050657', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'050840', ((552.29999999999995, 553.27999999999997), (0, 0)))
(u'050841', ((552.29999999999995, 553.26999999999998), (0, 0)))
(u'050853', ((552.29999999999995, 553.255), (0, 1)))
(u'050902', ((552.29999999999995, 553.23500000000001), (0, 1)))
(u'050907', ((552.29999999999995, 553.26666666666665), (0, 1)))
(u'050920', ((552.29999999999995, 553.23000000000002), (0, 0)))
(u'050931', ((552.29999999999995, 553.22000000000003), (0, 0)))
(u'050935', ((552.29999999999995, 553.24333333333334), (0, 1)))
(u'050936', ((552.29999999999995, 553.22000000000003), (0, 0)))
(u'050942', ((552.29999999999995, 553.26333333333332), (0, 1)))
(u'050944', ((552.29999999999995, 553.27499999999998), (0, 1)))
(u'050948', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'050952', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'050953', ((552.29999999999995, 553.27999999999997), (0, 0)))
(u'050954', ((552.29999999999995, 553.26999999999998), (0, 0)))
(u'050956', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'050957', ((552.29999999999995, 553.26999999999998), (0, 0)))
(u'051000', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'051005', ((552.29999999999995, 553.26999999999998), (0, 0)))
(u'051009', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'051011', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'051012', ((552.29999999999995, 553.27499999999998), (0, 1)))
(u'051015', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'051016', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'051017', ((552.29999999999995, 553.27499999999998), (0, 1)))
(u'051020', ((552.29999999999995, 553.25999999999999), (0, 0)))
(u'051023', ((552.29999999999995, 553.25), (0, 0)))
(u'051029', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'051030', ((552.29999999999995, 553.26999999999998), (0, 0)))
(u'051045', ((552.29999999999995, 553.28999999999996), (0, 0)))
(u'051239', ((552.30999999999995, 553.28999999999996), (0, 0)))
(u'051404', ((552.5, 553.28999999999996), (0, 0)))
(u'051445', ((552.5, 553.28999999999996), (0, 0)))
(u'051446', ((552.5, 553.27999999999997), (0, 0)))
(u'051450', ((552.70000000000005, 553.27999999999997), (0, 0)))
(u'051458', ((552.70000000000005, 553.28999999999996), (0, 0)))
(u'051522', ((552.70000000000005, 553.28999999999996), (0, 0)))
(u'051530', ((552.70000000000005, 553.28999999999996), (0, 0)))
(u'051534', ((552.70000000000005, 553.28999999999996), (0, 0)))
(u'051536', ((552.30999999999995, 554.85000000000002), (0, 0)))
(u'051544', ((552.70000000000005, 553.28999999999996), (0, 0)))
(u'051715', ((552.70000000000005, 553.27999999999997), (0, 2)))
(u'051719', ((552.70000000000005, 553.26749999999993), (0, 1)))
(u'051729', ((552.70000000000005, 553.28999999999996), (0, 0)))
(u'052456', ((552.75, 553.28999999999996), (0, 0)))
(u'052901', ((552.75, 553.28499999999997), (0, 1)))
(u'052902', ((552.75, 553.24599999999998), (0, 1)))
(u'052903', ((552.75, 553.255), (0, 2)))
(u'052904', ((552.75, 553.21500000000003), (0, 1)))
(u'052906', ((552.75, 553.19000000000005), (0, 1)))
(u'052910', ((552.75, 553.23666666666668), (0, 1)))
(u'052911', ((552.75, 553.19000000000005), (0, 0)))
(u'052913', ((552.75, 553.16999999999996), (0, 2)))
(u'052916', ((552.75, 553.14499999999998), (0, 1)))
(u'052922', ((552.75, 553.20999999999992), (0, 1)))
(u'052924', ((552.75, 553.22333333333336), (0, 1)))
(u'052933', ((552.75, 553.24000000000001), (0, 1)))
(u'052934', ((552.75, 553.25666666666666), (0, 2)))
(u'052938', ((552.75, 553.27333333333331), (0, 2)))
(u'052949', ((552.75, 553.28999999999996), (0, 0)))
(u'052959', ((552.75, 553.28999999999996), (0, 0)))
(u'053018', ((552.75, 553.28999999999996), (0, 0)))
(u'053026', ((552.75, 553.28999999999996), (0, 0)))
(u'053044', ((552.75, 553.28999999999996), (0, 0)))
(u'053505', ((553.35000000000002, 554.38999999999999), (0, 1)))
(u'053510', ((552.93600000000004, 554.67999999999995), (2, 0)))
(u'053511', ((553.00999999999999, 554.67999999999995), (0, 0)))
(u'053538', ((553.15999999999997, 554.67999999999995), (2, 0)))
(u'053613', ((553.25, 554.67999999999995), (0, 0)))
(u'053737', ((553.25, 554.67999999999995), (0, 0)))
(u'053745', ((553.25, 554.67999999999995), (0, 0)))
(u'054244', ((553.25999999999999, 554.67999999999995), (0, 0)))
(u'054253', ((553.26999999999998, 554.67999999999995), (0, 0)))
(u'054304', ((553.25333333333333, 554.67999999999995), (1, 0)))
(u'054353', ((553.26999999999998, 554.67999999999995), (0, 0)))
(u'054359', ((553.27999999999997, 554.67999999999995), (0, 0)))
(u'054401', ((553.28999999999996, 554.67999999999995), (0, 0)))
(u'054404', ((553.30499999999995, 554.67999999999995), (1, 0)))
(u'054406', ((553.27749999999992, 554.67999999999995), (3, 0)))
(u'054412', ((553.25999999999999, 554.67999999999995), (1, 0)))
(u'054416', ((553.27999999999997, 554.67999999999995), (0, 0)))
(u'054425', ((553.28999999999996, 554.67999999999995), (0, 0)))
(u'054434', ((553.29999999999995, 554.67999999999995), (0, 0)))
(u'054438', ((553.25999999999999, 554.67999999999995), (1, 0)))
(u'054446', ((553.27999999999997, 554.67999999999995), (0, 0)))
(u'054454', ((553.28999999999996, 554.67999999999995), (0, 0)))
(u'054506', ((553.25400000000002, 554.67999999999995), (2, 0)))
(u'054521', ((553.25, 554.67999999999995), (0, 0)))
(u'055013', ((553.255, 554.67999999999995), (1, 0)))
(u'055034', ((553.26999999999998, 554.67999999999995), (0, 0)))
(u'055040', ((553.25, 554.67999999999995), (0, 0)))
(u'055151', ((553.25, 554.67999999999995), (0, 0)))
(u'055200', ((553.26499999999999, 554.67999999999995), (1, 0)))
(u'055203', ((553.25333333333333, 554.67999999999995), (2, 0)))
(u'055209', ((553.26999999999998, 554.67999999999995), (0, 0)))
(u'055210', ((553.25, 554.67999999999995), (0, 0)))
(u'055214', ((553.23000000000002, 554.67999999999995), (0, 0)))
(u'055219', ((553.24000000000001, 554.67999999999995), (0, 0)))
(u'055230', ((553.21000000000004, 554.67999999999995), (1, 0)))
(u'055232', ((552.61000000000001, 554.67999999999995), (1, 0)))
(u'055240', ((552.60500000000002, 554.67999999999995), (1, 0)))
(u'055241', ((553.21000000000004, 554.67999999999995), (0, 0)))
(u'055242', ((552.30999999999995, 554.85000000000002), (0, 0)))
(u'055244', ((552.80666666666673, 554.67999999999995), (1, 0)))
(u'055245', ((552.80666666666673, 554.67999999999995), (1, 0)))
(u'055246', ((553.16999999999996, 554.67999999999995), (0, 0)))
(u'055247', ((553.21000000000004, 554.67999999999995), (0, 0)))
(u'055253', ((552.79250000000002, 554.67999999999995), (2, 0)))
(u'055305', ((553.09500000000003, 554.67999999999995), (1, 0)))
(u'055319', ((553.11500000000001, 554.67999999999995), (1, 0)))
(u'055321', ((553.13999999999999, 554.67999999999995), (0, 0)))
(u'055326', ((553.14999999999998, 554.67999999999995), (0, 0)))
(u'055327', ((553.16999999999996, 554.67999999999995), (1, 0)))
(u'055328', ((553.05666666666673, 554.67999999999995), (6, 0)))
(u'055336', ((553.16999999999996, 554.67999999999995), (0, 0)))
(u'055344', ((552.30999999999995, 554.85000000000002), (0, 0)))
(u'055349', ((553.20000000000005, 554.85000000000002), (0, 0)))
(u'055356', ((553.29999999999995, 554.67999999999995), (0, 0)))
(u'055412', ((553.26666666666665, 554.42999999999995), (1, 1)))
(u'055414', ((553.29999999999995, 554.46500000000003), (0, 1)))
(u'055423', ((553.29999999999995, 554.56999999999994), (0, 1)))
(u'055424', ((553.29999999999995, 554.46000000000004), (0, 0)))
(u'055430', ((553.30333333333328, 554.9133333333333), (1, 1)))
(u'055431', ((553.30999999999995, 555.0), (0, 0)))
(u'055437', ((553.30999999999995, 555.0), (0, 0)))
(u'055438', ((553.30999999999995, 554.62), (0, 1)))
(u'055440', ((553.27999999999997, 554.75999999999999), (1, 2)))
(u'055442', ((553.30000000000007, 554.91833333333341), (0, 4)))
(u'055444', ((553.29999999999995, 554.995), (0, 1)))
(u'055445', ((553.29999999999995, 555.0), (0, 0)))
(u'055501', ((553.30999999999995, 555.0), (1, 0)))
(u'055508', ((553.33000000000004, 555.0), (0, 0)))
(u'055515', ((553.34000000000003, 555.0), (0, 0)))
(u'055524', ((553.35000000000002, 555.0), (0, 0)))
(u'055529', ((553.36000000000001, 554.85000000000002), (0, 0)))
(u'055532', ((553.36000000000001, 555.0), (0, 0)))
(u'055601', ((553.37, 555.0), (0, 0)))
(u'055604', ((553.32000000000005, 555.0), (1, 0)))
(u'055605', ((553.29999999999995, 555.0), (0, 0)))
(u'055606', ((553.30999999999995, 555.0), (0, 0)))
(u'055607', ((553.33000000000004, 555.0), (0, 0)))
(u'055611', ((553.34000000000003, 555.0), (0, 0)))
(u'055613', ((553.31999999999994, 555.0), (1, 0)))
(u'055614', ((553.33500000000004, 555.0), (1, 0)))
(u'055623', ((553.30333333333328, 555.0), (1, 0)))
(u'055632', ((553.33000000000004, 555.0), (1, 0)))
(u'055637', ((553.32499999999993, 555.0), (2, 0)))
(u'055639', ((553.35000000000002, 555.0), (0, 0)))
(u'055653', ((553.36000000000001, 555.0), (0, 0)))
(u'055654', ((553.37, 555.0), (0, 0)))
(u'055657', ((553.38, 555.0), (0, 0)))
(u'055706', ((553.33333333333337, 555.0), (1, 0)))
(u'055719', ((553.30999999999995, 555.0), (1, 0)))
(u'055720', ((553.34000000000003, 555.0), (0, 0)))
(u'055728', ((553.25, 554.92499999999995), (1, 1)))
(u'055735', ((553.29999999999995, 555.05999999999995), (0, 0)))
(u'055747', ((553.29999999999995, 555.08333333333337), (0, 1)))
(u'055753', ((553.29999999999995, 555.04999999999995), (0, 0)))
(u'055813', ((553.29999999999995, 555.02499999999998), (0, 2)))
(u'055836', ((553.29999999999995, 555.28999999999996), (0, 1)))
(u'055840', ((553.29999999999995, 555.0), (0, 0)))
(u'055854', ((553.30000000000007, 555.32818181818175), (0, 6)))
(u'055855', ((553.29999999999995, 554.99333333333334), (0, 1)))
(u'055856', ((553.30000000000007, 555.23000000000002), (0, 5)))
(u'055909', ((553.29999999999995, 554.98000000000002), (0, 0)))
(u'055919', ((553.29999999999995, 554.96500000000003), (0, 1)))
(u'055925', ((553.29999999999995, 554.95000000000005), (0, 0)))
(u'055933', ((553.29999999999995, 555.35500000000002), (0, 1)))
(u'055934', ((553.29999999999995, 554.98000000000002), (0, 0)))
(u'055955', ((553.29999999999995, 554.97000000000003), (0, 0)))
(u'055956', ((552.79500000000007, 554.85000000000002), (1, 0)))
(u'055959', ((553.29999999999995, 554.95500000000004), (0, 1)))
(u'060009', ((553.29999999999995, 554.94000000000005), (0, 0)))
(u'060016', ((552.77999999999997, 554.89499999999998), (1, 1)))
(u'060017', ((553.29999999999995, 554.94000000000005), (0, 0)))
(u'060030', ((553.29999999999995, 554.90999999999997), (0, 2)))
(u'060031', ((553.29999999999995, 553.79999999999995), (0, 0)))
(u'060127', ((553.29999999999995, 554.32999999999993), (0, 1)))
(u'060128', ((553.29999999999995, 554.67999999999995), (0, 0)))
(u'060129', ((553.29999999999995, 554.81500000000005), (0, 1)))
(u'060130', ((553.29999999999995, 554.86000000000001), (0, 0)))
(u'060136', ((553.29999999999995, 554.94999999999993), (0, 1)))
(u'060137', ((553.29999999999995, 554.88999999999999), (0, 0)))
(u'060138', ((552.90999999999997, 554.88999999999999), (0, 0)))
(u'060139', ((552.73500000000001, 554.88999999999999), (1, 0)))
(u'060142', ((552.46999999999991, 554.88999999999999), (3, 0)))
(u'060143', ((552.29833333333329, 554.88999999999999), (3, 0)))
(u'060145', ((552.20333333333326, 554.36000000000001), (1, 1)))
